accountNo, accountType, issuerAccount, amount
00304012,2,00100012,1020000
00304013,2,00100013,1200000
00304014,2,00100014,1110000
00304015,2,00100015,1200000
00304016,2,00100016,840000
00304017,2,00100017,1200000
00304018,2,00100018,1200000
00304019,2,00100019,1110000
00304020,2,00100020,1110000
00304021,2,00100021,1110000
00304022,2,00100022,1200000
00304023,2,00100023,1110000
00304024,2,00100024,1200000
00304025,2,00100025,1020000
00304026,2,00100026,1110000
00304027,2,00100027,1110000
00304028,2,00100028,1110000
00304029,2,00100029,1110000
00304030,2,00100030,1020000
00304031,2,00100031,1110000
00304032,2,00100032,1200000
00304033,2,00100033,1020000
00304034,2,00100034,1110000
00304035,2,00100035,1110000
00304036,2,00100036,1020000
00304037,2,00100037,1020000
00304038,2,00100038,1110000
00304039,2,00100039,1200000
00304040,2,00100040,1200000
00304041,2,00100041,1110000
00304042,2,00100042,1110000
00304043,2,00100043,1110000
00304044,2,00100044,1110000
00304045,2,00100045,1110000
00304046,2,00100046,1110000
00304047,2,00100047,1110000
00304048,2,00100048,1200000
00304049,2,00100049,1200000
00304050,2,00100050,1110000
00304051,2,00100051,1200000
00304052,2,00100052,1110000
00304053,2,00100053,1200000
00304054,2,00100054,1110000
00304055,2,00100055,1200000
00304056,2,00100056,1110000
00304057,2,00100057,1110000
00304058,2,00100058,1200000
00304059,2,00100059,1020000
00304060,2,00100060,1200000
00304061,2,00100061,1200000
00304062,2,00100062,1020000
00304063,2,00100063,1020000
00304064,2,00100064,1020000
00304065,2,00100065,930000
00304066,2,00100066,1020000
00304067,2,00100067,1020000
00304068,2,00100068,1200000
00304069,2,00100069,1200000
00304070,2,00100070,1110000
00304071,2,00100071,1200000
00304072,2,00100072,1110000
00304073,2,00100073,1110000
00304074,2,00100074,1110000
00304075,2,00100075,1020000
00304076,2,00100076,1110000
00304077,2,00100077,1200000
00304078,2,00100078,1200000
00304079,2,00100079,1110000
00304080,2,00100080,1110000
00304081,2,00100001,1200000
00304082,2,00100002,1110000
00304083,2,00100003,1110000
accountNo, accountType, issuerAccount, amount
